Implementation;Method;listSize;Score;Score Error;Allocation Rate
JAVASLANG_TREE_MAP;getNonExisting;25;36,909;1,467;24
JAVASLANG_TREE_MAP;getNonExisting;50;48,705;1,244;24
JAVASLANG_TREE_MAP;getNonExisting;100;55,236;1,173;24
JAVASLANG_TREE_MAP;getNonExisting;1000;87,881;3,305;24
JAVASLANG_TREE_MAP;getNonExisting;10000;106,585;1,537;24
JAVASLANG_TREE_MAP;getNonExisting;100000;131,254;6,938;24,001
JAVASLANG_TREE_MAP;getNonExisting;1000000;154,802;4,635;24,008
PCOLLECTIONS;getNonExisting;1;16,761;0,207;16
PCOLLECTIONS;getNonExisting;4;16,062;0,599;16
PCOLLECTIONS;getNonExisting;10;18,393;0,981;16
PCOLLECTIONS;getNonExisting;15;18,668;0,731;16
PCOLLECTIONS;getNonExisting;20;19,629;0,668;16
PCOLLECTIONS;getNonExisting;25;20,126;0,233;16
PCOLLECTIONS;getNonExisting;50;23,101;1,401;16
PCOLLECTIONS;getNonExisting;100;25,762;0,186;16
PCOLLECTIONS;getNonExisting;1000;68,582;0,336;16
PCOLLECTIONS;getNonExisting;10000;169,249;1,597;16
PCOLLECTIONS;getNonExisting;100000;259,883;12,619;16
PCOLLECTIONS;getNonExisting;1000000;463,747;85,427;16,001
CLOJURE_HASH_MAP;getRandom;1;38,163;0,078;0
CLOJURE_HASH_MAP;getRandom;4;36,396;0,051;0
CLOJURE_HASH_MAP;getRandom;10;36,116;0,189;0
CLOJURE_HASH_MAP;getRandom;15;37,039;0,155;0
CLOJURE_HASH_MAP;getRandom;20;37,225;0,477;0
CLOJURE_HASH_MAP;getRandom;25;37,083;0,337;0
CLOJURE_HASH_MAP;getRandom;50;37,911;0,06;0
CLOJURE_HASH_MAP;getRandom;100;37,875;0,064;0
CLOJURE_HASH_MAP;getRandom;1000;46,18;0,21;0
CLOJURE_HASH_MAP;getRandom;10000;63,706;0,153;0
CLOJURE_HASH_MAP;getRandom;100000;93,788;3,443;0
CLOJURE_HASH_MAP;getRandom;1000000;234,203;12,89;0
SCALA_HASH_MAP;getRandom;1;23,106;0,23;16
SCALA_HASH_MAP;getRandom;4;20,593;1,217;16
SCALA_HASH_MAP;getRandom;10;19,383;0,177;16
SCALA_HASH_MAP;getRandom;15;27,851;0,618;16
SCALA_HASH_MAP;getRandom;20;27,674;0,382;16
SCALA_HASH_MAP;getRandom;25;29,481;0,762;16
SCALA_HASH_MAP;getRandom;50;31,12;0,518;16
SCALA_HASH_MAP;getRandom;100;22,689;0,283;16
SCALA_HASH_MAP;getRandom;1000;31,966;0,562;16
SCALA_HASH_MAP;getRandom;10000;53,497;1,788;16
SCALA_HASH_MAP;getRandom;100000;71,69;7,507;16
SCALA_HASH_MAP;getRandom;1000000;245,186;51,466;16
SCALA_TREE_MAP;getRandom;1;25,088;0,233;16
SCALA_TREE_MAP;getRandom;4;28,86;0,734;16
SCALA_TREE_MAP;getRandom;10;33,598;0,903;16
SCALA_TREE_MAP;getRandom;15;35,201;0,927;16
SCALA_TREE_MAP;getRandom;20;37,429;0,966;16
SCALA_TREE_MAP;getRandom;25;39,178;1,075;16
SCALA_TREE_MAP;getRandom;50;43,299;1,197;16
SCALA_TREE_MAP;getRandom;100;52,204;1,77;16
SCALA_TREE_MAP;getRandom;1000;107,607;6,7;12,181
SCALA_TREE_MAP;getRandom;10000;130,21;0,403;0
SCALA_TREE_MAP;getRandom;100000;195,818;11,091;0
SCALA_TREE_MAP;getRandom;1000000;187,022;0,712;0
JAVASLANG_HASH_MAP;getRandom;1;16,291;0,255;16
JAVASLANG_HASH_MAP;getRandom;4;21,515;0,1;16
JAVASLANG_HASH_MAP;getRandom;10;24,327;0,112;16
JAVASLANG_HASH_MAP;getRandom;15;22,765;0,136;16
JAVASLANG_HASH_MAP;getRandom;20;25,118;0,278;16
JAVASLANG_HASH_MAP;getRandom;25;20,803;0,729;16
JAVASLANG_HASH_MAP;getRandom;50;23,792;0,056;16
JAVASLANG_HASH_MAP;getRandom;100;25,196;0,071;16
JAVASLANG_HASH_MAP;getRandom;1000;41,809;1,222;16
JAVASLANG_HASH_MAP;getRandom;10000;55,949;0,916;16
JAVASLANG_HASH_MAP;getRandom;100000;81,784;3,854;16
JAVASLANG_HASH_MAP;getRandom;1000000;237,865;57,569;16,014
JAVASLANG_TREE_MAP;getRandom;1;22,18;0,304;16
JAVASLANG_TREE_MAP;getRandom;4;27,892;0,486;56
JAVASLANG_TREE_MAP;getRandom;10;32,649;0,472;56
JAVASLANG_TREE_MAP;getRandom;15;33,66;0,122;56
JAVASLANG_TREE_MAP;getRandom;20;36,212;0,206;56
JAVASLANG_TREE_MAP;getRandom;25;38,389;0,21;56
JAVASLANG_TREE_MAP;getRandom;50;42,408;0,198;56
JAVASLANG_TREE_MAP;getRandom;100;47,797;0,222;56
JAVASLANG_TREE_MAP;getRandom;1000;86,876;0,438;56
JAVASLANG_TREE_MAP;getRandom;10000;128,647;4,159;56
JAVASLANG_TREE_MAP;getRandom;100000;153,212;9,966;56
JAVASLANG_TREE_MAP;getRandom;1000000;190,242;1,125;56
PCOLLECTIONS;getRandom;1;19,757;0,139;16
PCOLLECTIONS;getRandom;4;18,166;0,091;16
PCOLLECTIONS;getRandom;10;20,515;0,056;16
PCOLLECTIONS;getRandom;15;20,647;0,214;16
PCOLLECTIONS;getRandom;20;21,287;0,043;16
PCOLLECTIONS;getRandom;25;22,561;0,719;16
PCOLLECTIONS;getRandom;50;23,834;0,085;16
PCOLLECTIONS;getRandom;100;26,336;0,18;16
PCOLLECTIONS;getRandom;1000;77,979;0,516;16
PCOLLECTIONS;getRandom;10000;165,424;1,439;16
PCOLLECTIONS;getRandom;100000;255,138;17,15;16
PCOLLECTIONS;getRandom;1000000;510,113;75,701;16,001
CLOJURE_HASH_MAP;putAndGetCollision;1;237,17;0,705;560
CLOJURE_HASH_MAP;putAndGetCollision;4;316,196;1,044;596,001
CLOJURE_HASH_MAP;putAndGetCollision;10;379,189;1,525;621,601
CLOJURE_HASH_MAP;putAndGetCollision;15;316,948;1,355;629,334
CLOJURE_HASH_MAP;putAndGetCollision;20;337,743;1,155;596,001
CLOJURE_HASH_MAP;putAndGetCollision;25;332,316;1,272;655,041
CLOJURE_HASH_MAP;putAndGetCollision;50;356,81;1,888;681,761
CLOJURE_HASH_MAP;putAndGetCollision;100;374,987;1,624;756,401
CLOJURE_HASH_MAP;putAndGetCollision;1000;405,063;2,044;833,281
CLOJURE_HASH_MAP;putAndGetCollision;10000;538,4;5,868;949,996
CLOJURE_HASH_MAP;putAndGetCollision;100000;736,911;7,187;1091,34
CLOJURE_HASH_MAP;putAndGetCollision;1000000;1054,274;35,778;1167,418
SCALA_HASH_MAP;putAndGetCollision;1;54,7;1,124;112
SCALA_HASH_MAP;putAndGetCollision;4;58,577;1,112;156
SCALA_HASH_MAP;putAndGetCollision;10;93,709;0,301;196
SCALA_HASH_MAP;putAndGetCollision;15;98,895;0,458;208,533
SCALA_HASH_MAP;putAndGetCollision;20;101,239;0,45;213,6
SCALA_HASH_MAP;putAndGetCollision;25;139,693;0,638;226,56
SCALA_HASH_MAP;putAndGetCollision;50;138,57;1,263;254,4
SCALA_HASH_MAP;putAndGetCollision;100;155,27;0,629;296,24
SCALA_HASH_MAP;putAndGetCollision;1000;219,5;0,965;402,928
SCALA_HASH_MAP;putAndGetCollision;10000;307,501;1,382;527,941
SCALA_HASH_MAP;putAndGetCollision;100000;486,062;15,984;629,471
SCALA_HASH_MAP;putAndGetCollision;1000000;984,575;27,902;736,878
SCALA_TREE_MAP;putAndGetCollision;1;61,078;0,552;144
SCALA_TREE_MAP;putAndGetCollision;4;77,531;1,633;184
SCALA_TREE_MAP;putAndGetCollision;10;100,319;0,363;236,8
SCALA_TREE_MAP;putAndGetCollision;15;114,968;0,859;276,267
SCALA_TREE_MAP;putAndGetCollision;20;121,124;0,63;284,8
SCALA_TREE_MAP;putAndGetCollision;25;129,835;1,561;301,44
SCALA_TREE_MAP;putAndGetCollision;50;179,492;1,386;347,52
SCALA_TREE_MAP;putAndGetCollision;100;180,025;0,824;395,84
SCALA_TREE_MAP;putAndGetCollision;1000;323,45;1,906;540,929
SCALA_TREE_MAP;putAndGetCollision;10000;415,964;1,33;698,308
SCALA_TREE_MAP;putAndGetCollision;100000;553,096;3,714;858,864
SCALA_TREE_MAP;putAndGetCollision;1000000;675,143;7,867;1018,766
JAVASLANG_HASH_MAP;putAndGetCollision;1;36,493;0,17;96
JAVASLANG_HASH_MAP;putAndGetCollision;4;86,158;2,909;198
JAVASLANG_HASH_MAP;putAndGetCollision;10;100,271;0,379;241,6
JAVASLANG_HASH_MAP;putAndGetCollision;15;97,649;0,406;232,533
JAVASLANG_HASH_MAP;putAndGetCollision;20;105,082;0,59;263,6
JAVASLANG_HASH_MAP;putAndGetCollision;25;93,282;0,312;273,6
JAVASLANG_HASH_MAP;putAndGetCollision;50;107,805;2,16;332,32
JAVASLANG_HASH_MAP;putAndGetCollision;100;131,214;0,704;351,44
JAVASLANG_HASH_MAP;putAndGetCollision;1000;177,372;0,708;448,92
JAVASLANG_HASH_MAP;putAndGetCollision;10000;274,823;1,019;585,852
JAVASLANG_HASH_MAP;putAndGetCollision;100000;445,473;16,515;693,672
JAVASLANG_HASH_MAP;putAndGetCollision;1000000;785,387;23,537;785,998
JAVASLANG_TREE_MAP;putAndGetCollision;1;45,729;2,475;136
JAVASLANG_TREE_MAP;putAndGetCollision;4;74,809;0,315;266
JAVASLANG_TREE_MAP;putAndGetCollision;10;95,129;0,445;332
JAVASLANG_TREE_MAP;putAndGetCollision;15;108,053;0,916;381,334
JAVASLANG_TREE_MAP;putAndGetCollision;20;114,836;0,775;392
JAVASLANG_TREE_MAP;putAndGetCollision;25;125,221;0,509;412,8
JAVASLANG_TREE_MAP;putAndGetCollision;50;149,501;1,134;470,4
JAVASLANG_TREE_MAP;putAndGetCollision;100;169,966;0,541;530,8
JAVASLANG_TREE_MAP;putAndGetCollision;1000;339,788;1,434;732,161
JAVASLANG_TREE_MAP;putAndGetCollision;10000;423,248;1,453;928,885
JAVASLANG_TREE_MAP;putAndGetCollision;100000;611,179;2,718;1129,58
JAVASLANG_TREE_MAP;putAndGetCollision;1000000;775,137;17,538;1329,457
PCOLLECTIONS;putAndGetCollision;1;45,522;0,225;160
PCOLLECTIONS;putAndGetCollision;4;54,678;0,253;180
PCOLLECTIONS;putAndGetCollision;10;71,494;0,225;196
PCOLLECTIONS;putAndGetCollision;15;79,636;0,255;240
PCOLLECTIONS;putAndGetCollision;20;79,748;0,41;222
PCOLLECTIONS;putAndGetCollision;25;84,209;0,813;232
PCOLLECTIONS;putAndGetCollision;50;103,856;0,704;287,2
PCOLLECTIONS;putAndGetCollision;100;120,819;0,715;323,6
PCOLLECTIONS;putAndGetCollision;1000;314,27;1,127;493,065
PCOLLECTIONS;putAndGetCollision;10000;517,202;2,662;643
PCOLLECTIONS;putAndGetCollision;100000;891,003;46,295;793,612
PCOLLECTIONS;putAndGetCollision;1000000;1652,011;50,268;960,09
CLOJURE_HASH_MAP;putAndGetDistinct;1;238,971;0,604;560
CLOJURE_HASH_MAP;putAndGetDistinct;4;230,031;0,672;532
CLOJURE_HASH_MAP;putAndGetDistinct;10;229,192;1,195;556
CLOJURE_HASH_MAP;putAndGetDistinct;15;228,604;0,444;576
CLOJURE_HASH_MAP;putAndGetDistinct;20;297,42;3,061;680
CLOJURE_HASH_MAP;putAndGetDistinct;25;277,214;0,929;649,6
CLOJURE_HASH_MAP;putAndGetDistinct;50;278,182;2,268;711,68
CLOJURE_HASH_MAP;putAndGetDistinct;100;271,634;0,769;727,04
CLOJURE_HASH_MAP;putAndGetDistinct;1000;328,146;1,44;864,321
CLOJURE_HASH_MAP;putAndGetDistinct;10000;320,296;1,189;927,969
CLOJURE_HASH_MAP;putAndGetDistinct;100000;425,907;4,973;1062,125
CLOJURE_HASH_MAP;putAndGetDistinct;1000000;670,978;38,732;1199,529
SCALA_HASH_MAP;putAndGetDistinct;1;54,978;0,116;112
SCALA_HASH_MAP;putAndGetDistinct;4;60,801;0,327;152
SCALA_HASH_MAP;putAndGetDistinct;10;71,848;0,272;171,2
SCALA_HASH_MAP;putAndGetDistinct;15;74,011;0,201;182,933
SCALA_HASH_MAP;putAndGetDistinct;20;92,665;0,439;193,6
SCALA_HASH_MAP;putAndGetDistinct;25;103,768;0,508;204,16
SCALA_HASH_MAP;putAndGetDistinct;50;98,549;0,444;257,44
SCALA_HASH_MAP;putAndGetDistinct;100;107,83;0,688;285,68
SCALA_HASH_MAP;putAndGetDistinct;1000;173,642;2,039;385,112
SCALA_HASH_MAP;putAndGetDistinct;10000;242,63;0,908;501,263
SCALA_HASH_MAP;putAndGetDistinct;100000;454,201;10,36;616,846
SCALA_HASH_MAP;putAndGetDistinct;1000000;762,331;91,527;719,109
SCALA_TREE_MAP;putAndGetDistinct;1;61,465;0,392;144
SCALA_TREE_MAP;putAndGetDistinct;4;77,112;0,287;184
SCALA_TREE_MAP;putAndGetDistinct;10;99,269;0,45;236,8
SCALA_TREE_MAP;putAndGetDistinct;15;113,503;0,432;276,267
SCALA_TREE_MAP;putAndGetDistinct;20;120,36;0,333;284,8
SCALA_TREE_MAP;putAndGetDistinct;25;129,633;0,406;301,44
SCALA_TREE_MAP;putAndGetDistinct;50;151,457;0,522;347,52
SCALA_TREE_MAP;putAndGetDistinct;100;181,583;0,96;395,84
SCALA_TREE_MAP;putAndGetDistinct;1000;322,52;1,207;540,929
SCALA_TREE_MAP;putAndGetDistinct;10000;414,546;1,766;698,308
SCALA_TREE_MAP;putAndGetDistinct;100000;554,685;3,638;858,864
SCALA_TREE_MAP;putAndGetDistinct;1000000;671,151;8,919;1018,766
JAVASLANG_HASH_MAP;putAndGetDistinct;1;37,124;0,215;96
JAVASLANG_HASH_MAP;putAndGetDistinct;4;72,698;2,683;136
JAVASLANG_HASH_MAP;putAndGetDistinct;10;73,773;0,29;155,2
JAVASLANG_HASH_MAP;putAndGetDistinct;15;76,224;0,424;166,933
JAVASLANG_HASH_MAP;putAndGetDistinct;20;71,765;0,557;188
JAVASLANG_HASH_MAP;putAndGetDistinct;25;68,569;0,262;203,2
JAVASLANG_HASH_MAP;putAndGetDistinct;50;78,283;2,863;250,88
JAVASLANG_HASH_MAP;putAndGetDistinct;100;88,793;0,515;284,32
JAVASLANG_HASH_MAP;putAndGetDistinct;1000;106,806;2;381,84
JAVASLANG_HASH_MAP;putAndGetDistinct;10000;148,162;0,614;485,685
JAVASLANG_HASH_MAP;putAndGetDistinct;100000;259,213;4,203;618,963
JAVASLANG_HASH_MAP;putAndGetDistinct;1000000;338,572;12,406;716,586
JAVASLANG_TREE_MAP;putAndGetDistinct;1;43,931;0,176;136
JAVASLANG_TREE_MAP;putAndGetDistinct;4;72,666;0,394;266
JAVASLANG_TREE_MAP;putAndGetDistinct;10;94,887;0,431;332
JAVASLANG_TREE_MAP;putAndGetDistinct;15;112,974;0,574;381,334
JAVASLANG_TREE_MAP;putAndGetDistinct;20;118,235;0,613;392
JAVASLANG_TREE_MAP;putAndGetDistinct;25;125,322;0,608;412,8
JAVASLANG_TREE_MAP;putAndGetDistinct;50;147,469;0,859;470,4
JAVASLANG_TREE_MAP;putAndGetDistinct;100;171,837;0,737;530,8
JAVASLANG_TREE_MAP;putAndGetDistinct;1000;333,881;1,195;732,161
JAVASLANG_TREE_MAP;putAndGetDistinct;10000;420,215;1,277;928,885
JAVASLANG_TREE_MAP;putAndGetDistinct;100000;611,888;2,55;1129,58
JAVASLANG_TREE_MAP;putAndGetDistinct;1000000;781,249;29,75;1329,457
PCOLLECTIONS;putAndGetDistinct;1;46,453;1,114;160
PCOLLECTIONS;putAndGetDistinct;4;65,18;0,662;220
PCOLLECTIONS;putAndGetDistinct;10;84,746;0,294;288
PCOLLECTIONS;putAndGetDistinct;15;97,293;0,289;330,667
PCOLLECTIONS;putAndGetDistinct;20;106,206;0,427;358
PCOLLECTIONS;putAndGetDistinct;25;115,296;1,21;377,6
PCOLLECTIONS;putAndGetDistinct;50;143,272;0,561;455,2
PCOLLECTIONS;putAndGetDistinct;100;176,658;0,655;543,2
PCOLLECTIONS;putAndGetDistinct;1000;319,265;2,089;900,177
PCOLLECTIONS;putAndGetDistinct;10000;453,217;1,494;1235,126
PCOLLECTIONS;putAndGetDistinct;100000;736,489;5,069;1569,138
PCOLLECTIONS;putAndGetDistinct;1000000;1054,717;44,522;1899,515
CLOJURE_HASH_MAP;putAndGetRandom;1;237,069;0,7;560
CLOJURE_HASH_MAP;putAndGetRandom;4;231,679;0,824;532
CLOJURE_HASH_MAP;putAndGetRandom;10;263,902;0,598;608
CLOJURE_HASH_MAP;putAndGetRandom;15;271,459;0,978;633,067
CLOJURE_HASH_MAP;putAndGetRandom;20;274,819;0,661;613,2
CLOJURE_HASH_MAP;putAndGetRandom;25;316,685;2,281;681,281
CLOJURE_HASH_MAP;putAndGetRandom;50;295,558;1,894;715,68
CLOJURE_HASH_MAP;putAndGetRandom;100;294,343;1,481;732,56
CLOJURE_HASH_MAP;putAndGetRandom;1000;374,469;1,465;866,249
CLOJURE_HASH_MAP;putAndGetRandom;10000;396,92;1,303;943,99
CLOJURE_HASH_MAP;putAndGetRandom;100000;570,061;2,984;1070,173
CLOJURE_HASH_MAP;putAndGetRandom;1000000;912,165;18,428;1199,649
SCALA_HASH_MAP;putAndGetRandom;1;54,563;0,225;112
SCALA_HASH_MAP;putAndGetRandom;4;60,934;0,242;152
SCALA_HASH_MAP;putAndGetRandom;10;72,103;0,249;171,2
SCALA_HASH_MAP;putAndGetRandom;15;82,511;0,288;187,733
SCALA_HASH_MAP;putAndGetRandom;20;108,51;1,603;198
SCALA_HASH_MAP;putAndGetRandom;25;90,073;1,176;210,56
SCALA_HASH_MAP;putAndGetRandom;50;98,03;0,575;245,6
SCALA_HASH_MAP;putAndGetRandom;100;103,441;0,7;285,68
SCALA_HASH_MAP;putAndGetRandom;1000;167,578;2,714;384,224
SCALA_HASH_MAP;putAndGetRandom;10000;247,942;1,284;501,322
SCALA_HASH_MAP;putAndGetRandom;100000;452,081;10,43;617,076
SCALA_HASH_MAP;putAndGetRandom;1000000;800,639;85,396;719,175
SCALA_TREE_MAP;putAndGetRandom;1;60,918;0,518;144
SCALA_TREE_MAP;putAndGetRandom;4;75,996;0,473;184
SCALA_TREE_MAP;putAndGetRandom;10;99,597;0,365;236,8
SCALA_TREE_MAP;putAndGetRandom;15;114,292;0,415;276,267
SCALA_TREE_MAP;putAndGetRandom;20;121,108;0,421;284,8
SCALA_TREE_MAP;putAndGetRandom;25;128,889;0,755;301,44
SCALA_TREE_MAP;putAndGetRandom;50;153,276;1,017;347,52
SCALA_TREE_MAP;putAndGetRandom;100;180,216;0,87;395,84
SCALA_TREE_MAP;putAndGetRandom;1000;297,862;1,408;540,928
SCALA_TREE_MAP;putAndGetRandom;10000;415,65;1,888;698,308
SCALA_TREE_MAP;putAndGetRandom;100000;553,373;3,543;858,864
SCALA_TREE_MAP;putAndGetRandom;1000000;671,276;7,71;1018,766
JAVASLANG_HASH_MAP;putAndGetRandom;1;36,987;0,122;96
JAVASLANG_HASH_MAP;putAndGetRandom;4;69,79;2,697;136
JAVASLANG_HASH_MAP;putAndGetRandom;10;82,975;0,432;158,4
JAVASLANG_HASH_MAP;putAndGetRandom;15;87,093;0,43;171,733
JAVASLANG_HASH_MAP;putAndGetRandom;20;85,43;0,304;182
JAVASLANG_HASH_MAP;putAndGetRandom;25;81,957;0,34;201,92
JAVASLANG_HASH_MAP;putAndGetRandom;50;95,374;0,46;247,04
JAVASLANG_HASH_MAP;putAndGetRandom;100;104,218;0,601;281,92
JAVASLANG_HASH_MAP;putAndGetRandom;1000;160,827;4,25;385,264
JAVASLANG_HASH_MAP;putAndGetRandom;10000;206,223;0,817;490,621
JAVASLANG_HASH_MAP;putAndGetRandom;100000;390,07;3,416;617,793
JAVASLANG_HASH_MAP;putAndGetRandom;1000000;736,926;33,933;717,898
JAVASLANG_TREE_MAP;putAndGetRandom;1;45,175;2,327;136
JAVASLANG_TREE_MAP;putAndGetRandom;4;73,668;0,58;266
JAVASLANG_TREE_MAP;putAndGetRandom;10;95,454;0,694;332
JAVASLANG_TREE_MAP;putAndGetRandom;15;113,062;0,768;381,334
JAVASLANG_TREE_MAP;putAndGetRandom;20;120,059;0,661;392
JAVASLANG_TREE_MAP;putAndGetRandom;25;125,405;0,464;412,8
JAVASLANG_TREE_MAP;putAndGetRandom;50;145,127;0,516;470,4
JAVASLANG_TREE_MAP;putAndGetRandom;100;175,822;0,687;530,8
JAVASLANG_TREE_MAP;putAndGetRandom;1000;327,379;1,232;732,161
JAVASLANG_TREE_MAP;putAndGetRandom;10000;422,223;1,35;928,885
JAVASLANG_TREE_MAP;putAndGetRandom;100000;608,433;2,139;1129,58
JAVASLANG_TREE_MAP;putAndGetRandom;1000000;778,479;12,835;1329,457
PCOLLECTIONS;putAndGetRandom;1;48,4;0,446;176
PCOLLECTIONS;putAndGetRandom;4;58,721;0,378;216
PCOLLECTIONS;putAndGetRandom;10;76,025;0,474;272
PCOLLECTIONS;putAndGetRandom;15;84,381;0,327;290,667
PCOLLECTIONS;putAndGetRandom;20;95,511;2,47;314
PCOLLECTIONS;putAndGetRandom;25;99,997;0,535;336
PCOLLECTIONS;putAndGetRandom;50;120,884;0,75;388,8
PCOLLECTIONS;putAndGetRandom;100;135,328;0,576;436,4
PCOLLECTIONS;putAndGetRandom;1000;324,042;0,997;588,121
PCOLLECTIONS;putAndGetRandom;10000;513,122;5,821;731,389
PCOLLECTIONS;putAndGetRandom;100000;840,367;4,613;902,627
PCOLLECTIONS;putAndGetRandom;1000000;1619,297;109,958;1050,978
CLOJURE_HASH_MAP;putCollision;1;192,588;0,612;520
CLOJURE_HASH_MAP;putCollision;4;233,619;0,679;560
CLOJURE_HASH_MAP;putCollision;10;266,699;0,845;613,6
CLOJURE_HASH_MAP;putCollision;15;253,361;0,845;590,934
CLOJURE_HASH_MAP;putCollision;20;237,937;0,732;599,6
CLOJURE_HASH_MAP;putCollision;25;251,186;0,849;653,76
CLOJURE_HASH_MAP;putCollision;50;282,99;11,133;692,16
CLOJURE_HASH_MAP;putCollision;100;288,654;1,483;755,68
CLOJURE_HASH_MAP;putCollision;1000;310,268;1,035;833,553
CLOJURE_HASH_MAP;putCollision;10000;361,858;1,226;909,933
CLOJURE_HASH_MAP;putCollision;100000;550,442;12,013;1091,355
CLOJURE_HASH_MAP;putCollision;1000000;705,696;15,742;1127,465
SCALA_HASH_MAP;putCollision;1;31,945;1,676;96
SCALA_HASH_MAP;putCollision;4;50,189;0,178;164
