Implementation;Method;listSize;Score;Score Error;Allocation Rate
PAGURO_HASH_MAP;putCollision;100;85,143;0,646;313,36
PAGURO_HASH_MAP;putCollision;1000;104,917;0,477;387,576
PAGURO_HASH_MAP;putCollision;10000;166,911;0,715;514,503
PAGURO_HASH_MAP;putCollision;100000;272,194;8,053;671,728
PAGURO_HASH_MAP;putCollision;1000000;407,715;15,977;737,008
PAGURO_TREE_MAP;putCollision;1;12,641;0,076;48
PAGURO_TREE_MAP;putCollision;4;46,229;0,293;130
PAGURO_TREE_MAP;putCollision;10;85,521;0,28;181,6
PAGURO_TREE_MAP;putCollision;15;106,489;0,346;220,267
PAGURO_TREE_MAP;putCollision;20;121,735;0,699;229,2
PAGURO_TREE_MAP;putCollision;25;123,468;1,058;245,44
PAGURO_TREE_MAP;putCollision;50;154,018;0,696;291,68
PAGURO_TREE_MAP;putCollision;100;180,654;0,903;339,92
PAGURO_TREE_MAP;putCollision;1000;299,124;1,165;500,936
PAGURO_TREE_MAP;putCollision;10000;410,863;2,545;658,309
PAGURO_TREE_MAP;putCollision;100000;530,027;2,27;818,864
PAGURO_TREE_MAP;putCollision;1000000;694,957;21,187;978,766
PAGURO_HASH_MAP;putDistinct;1;53,042;0,309;152
PAGURO_HASH_MAP;putDistinct;4;50,285;0,244;128
PAGURO_HASH_MAP;putDistinct;10;50,176;0,151;144,8
PAGURO_HASH_MAP;putDistinct;15;50,267;0,153;163,2
PAGURO_HASH_MAP;putDistinct;20;87,356;0,259;282,4
PAGURO_HASH_MAP;putDistinct;25;84,156;0,422;291,52
PAGURO_HASH_MAP;putDistinct;50;78,634;0,455;295,36
PAGURO_HASH_MAP;putDistinct;100;75,174;0,342;294,88
PAGURO_HASH_MAP;putDistinct;1000;109,185;2,386;473,904
PAGURO_HASH_MAP;putDistinct;10000;102,43;0,427;493,042
PAGURO_HASH_MAP;putDistinct;100000;175,552;2,077;646,36
PAGURO_HASH_MAP;putDistinct;1000000;333,187;57,204;825,152
PAGURO_TREE_MAP;putDistinct;1;12,659;0,154;48
PAGURO_TREE_MAP;putDistinct;4;46,347;0,15;130
PAGURO_TREE_MAP;putDistinct;10;94,272;0,37;181,6
PAGURO_TREE_MAP;putDistinct;15;108,414;0,451;220,267
PAGURO_TREE_MAP;putDistinct;20;122,568;0,455;229,2
PAGURO_TREE_MAP;putDistinct;25;129,497;0,648;245,44
PAGURO_TREE_MAP;putDistinct;50;156,823;0,795;291,68
PAGURO_TREE_MAP;putDistinct;100;179,138;1,164;339,92
PAGURO_TREE_MAP;putDistinct;1000;292,943;1,492;500,936
PAGURO_TREE_MAP;putDistinct;10000;407,224;1,472;658,309
PAGURO_TREE_MAP;putDistinct;100000;537,881;5,111;818,864
PAGURO_TREE_MAP;putDistinct;1000000;687,836;20,359;978,766
PAGURO_HASH_MAP;putRandom;1;53;0,321;152
PAGURO_HASH_MAP;putRandom;4;51,479;0,163;128
PAGURO_HASH_MAP;putRandom;10;54,167;0,096;144,8
PAGURO_HASH_MAP;putRandom;15;75,346;0,493;192,533
PAGURO_HASH_MAP;putRandom;20;103,731;0,481;283,2
PAGURO_HASH_MAP;putRandom;25;95,867;0,427;279,36
PAGURO_HASH_MAP;putRandom;50;85,269;0,598;290,24
PAGURO_HASH_MAP;putRandom;100;87,566;0,492;305,12
PAGURO_HASH_MAP;putRandom;1000;137,966;4,153;456,648
PAGURO_HASH_MAP;putRandom;10000;154,763;0,575;516,137
PAGURO_HASH_MAP;putRandom;100000;279,101;2,97;655,808
PAGURO_HASH_MAP;putRandom;1000000;479,435;31,547;805,614
PAGURO_TREE_MAP;putRandom;1;12,635;0,125;48
PAGURO_TREE_MAP;putRandom;4;45,571;0,192;130
PAGURO_TREE_MAP;putRandom;10;84,188;0,349;181,6
PAGURO_TREE_MAP;putRandom;15;107,624;0,298;220,267
PAGURO_TREE_MAP;putRandom;20;118,82;0,599;229,2
PAGURO_TREE_MAP;putRandom;25;130,957;0,651;245,44
PAGURO_TREE_MAP;putRandom;50;150,02;0,42;291,68
PAGURO_TREE_MAP;putRandom;100;182,452;6,799;339,92
PAGURO_TREE_MAP;putRandom;1000;306,063;0,775;500,937
PAGURO_TREE_MAP;putRandom;10000;422,925;2,121;658,309
PAGURO_TREE_MAP;putRandom;100000;531,042;3,543;818,864
PAGURO_TREE_MAP;putRandom;1000000;681,423;19,661;978,766
PAGURO_HASH_MAP;removeCollision;1;49,713;0,819;80
PAGURO_HASH_MAP;removeCollision;4;47,084;1,171;108
PAGURO_HASH_MAP;removeCollision;10;57,818;0,734;132,8
PAGURO_HASH_MAP;removeCollision;15;64,855;0,467;144
PAGURO_HASH_MAP;removeCollision;20;58,635;0,243;159,6
PAGURO_HASH_MAP;removeCollision;25;61,42;0,302;166,08
PAGURO_HASH_MAP;removeCollision;50;72,632;0,336;260,16
PAGURO_HASH_MAP;removeCollision;100;79,651;0,301;284,24
PAGURO_HASH_MAP;removeCollision;1000;109,23;0,703;360,48
PAGURO_HASH_MAP;removeCollision;10000;159,551;0,661;484,68
PAGURO_HASH_MAP;removeCollision;100000;349,756;5,503;638,556
PAGURO_HASH_MAP;removeCollision;1000000;396,581;8,661;710,929
PAGURO_TREE_MAP;removeCollision;1;11,335;0,534;24
PAGURO_TREE_MAP;removeCollision;4;28,836;0,13;96
PAGURO_TREE_MAP;removeCollision;10;47,079;0,192;154,4
PAGURO_TREE_MAP;removeCollision;15;51,967;0,429;177,6
PAGURO_TREE_MAP;removeCollision;20;57,97;0,463;205,2
PAGURO_TREE_MAP;removeCollision;25;64,661;0,435;223,04
PAGURO_TREE_MAP;removeCollision;50;77,796;0,536;277,28
PAGURO_TREE_MAP;removeCollision;100;96,373;0,61;339,6
PAGURO_TREE_MAP;removeCollision;1000;160,619;2,023;540,488
PAGURO_TREE_MAP;removeCollision;10000;206,38;1,25;748,427
PAGURO_TREE_MAP;removeCollision;100000;302,578;1,945;975,098
PAGURO_TREE_MAP;removeCollision;1000000;362,767;4,054;1181,245
PAGURO_HASH_MAP;removeDistinct;1;50,05;1,434;80
PAGURO_HASH_MAP;removeDistinct;4;45,345;0,309;92
PAGURO_HASH_MAP;removeDistinct;10;44,472;0,165;116
PAGURO_HASH_MAP;removeDistinct;15;44,958;0,156;136
PAGURO_HASH_MAP;removeDistinct;20;67,874;0,365;256
PAGURO_HASH_MAP;removeDistinct;25;68,272;0,354;256
PAGURO_HASH_MAP;removeDistinct;50;68,615;0,434;258,88
PAGURO_HASH_MAP;removeDistinct;100;69,053;0,396;264,64
PAGURO_HASH_MAP;removeDistinct;1000;106,022;0,617;432
PAGURO_HASH_MAP;removeDistinct;10000;101,705;0,564;467,136
PAGURO_HASH_MAP;removeDistinct;100000;181,185;0,899;616,272
PAGURO_HASH_MAP;removeDistinct;1000000;680,199;200,632;784,001
PAGURO_TREE_MAP;removeDistinct;1;11,21;0,151;24
PAGURO_TREE_MAP;removeDistinct;4;28,861;0,113;96
PAGURO_TREE_MAP;removeDistinct;10;47,5;0,119;154,4
PAGURO_TREE_MAP;removeDistinct;15;51,218;0,203;177,6
PAGURO_TREE_MAP;removeDistinct;20;58,341;0,251;205,2
PAGURO_TREE_MAP;removeDistinct;25;63,241;0,664;223,04
PAGURO_TREE_MAP;removeDistinct;50;77,882;0,317;277,28
PAGURO_TREE_MAP;removeDistinct;100;96,517;0,884;339,6
PAGURO_TREE_MAP;removeDistinct;1000;152,413;2,97;540,488
PAGURO_TREE_MAP;removeDistinct;10000;206,998;1,15;748,427
PAGURO_TREE_MAP;removeDistinct;100000;294,997;1,305;975,098
PAGURO_TREE_MAP;removeDistinct;1000000;351,93;2,382;1181,245
PAGURO_HASH_MAP;removeNonExisting;1;9,974;0,133;0
PAGURO_HASH_MAP;removeNonExisting;4;5,171;0,123;0
PAGURO_HASH_MAP;removeNonExisting;10;11,173;0,022;0
PAGURO_HASH_MAP;removeNonExisting;15;3,96;0,014;0
PAGURO_HASH_MAP;removeNonExisting;20;2,485;0,053;0
PAGURO_HASH_MAP;removeNonExisting;25;7,107;0,094;0
PAGURO_HASH_MAP;removeNonExisting;50;3,396;0,008;0
PAGURO_HASH_MAP;removeNonExisting;100;3,562;0,009;0
PAGURO_HASH_MAP;removeNonExisting;1000;13,719;0,258;0
PAGURO_HASH_MAP;removeNonExisting;10000;31,725;0,215;0
PAGURO_HASH_MAP;removeNonExisting;100000;43,188;0,557;0
PAGURO_HASH_MAP;removeNonExisting;1000000;137,015;5,503;0
PAGURO_TREE_MAP;removeNonExisting;1;13,108;0,356;0
PAGURO_TREE_MAP;removeNonExisting;4;22,9;0,147;16
PAGURO_TREE_MAP;removeNonExisting;10;41,253;0,798;16
PAGURO_TREE_MAP;removeNonExisting;15;34,24;0,903;16
PAGURO_TREE_MAP;removeNonExisting;20;42,409;0,957;16
PAGURO_TREE_MAP;removeNonExisting;25;45,791;1,153;16
PAGURO_TREE_MAP;removeNonExisting;50;77,155;0,27;16
PAGURO_TREE_MAP;removeNonExisting;100;84,784;0,402;16
PAGURO_TREE_MAP;removeNonExisting;1000;126,252;0,569;16
PAGURO_TREE_MAP;removeNonExisting;10000;149,889;1,687;16
PAGURO_TREE_MAP;removeNonExisting;100000;217,833;6,43;16,011
PAGURO_TREE_MAP;removeNonExisting;1000000;260,446;49,629;16,302
PAGURO_HASH_MAP;removeRandom;1;49,827;0,7;80
PAGURO_HASH_MAP;removeRandom;4;38,305;0,263;92
PAGURO_HASH_MAP;removeRandom;10;58,873;0,663;148
PAGURO_HASH_MAP;removeRandom;15;48,805;0,37;139,2
PAGURO_HASH_MAP;removeRandom;20;64,355;0,16;200,8
PAGURO_HASH_MAP;removeRandom;25;61,692;0,306;212,16
PAGURO_HASH_MAP;removeRandom;50;67,105;0,247;261,28
PAGURO_HASH_MAP;removeRandom;100;70,3;0,34;273,52
PAGURO_HASH_MAP;removeRandom;1000;113,713;0,801;435,968
PAGURO_HASH_MAP;removeRandom;10000;147,277;0,376;489,591
PAGURO_HASH_MAP;removeRandom;100000;241,835;3,481;627,178
PAGURO_HASH_MAP;removeRandom;1000000;554,912;42,193;787,467
PAGURO_TREE_MAP;removeRandom;1;11,167;0,043;24
PAGURO_TREE_MAP;removeRandom;4;28,095;0,303;96
PAGURO_TREE_MAP;removeRandom;10;46,571;0,142;154,4
PAGURO_TREE_MAP;removeRandom;15;51,716;0,344;177,6
PAGURO_TREE_MAP;removeRandom;20;57,567;0,293;205,2
PAGURO_TREE_MAP;removeRandom;25;63,358;0,339;223,04
PAGURO_TREE_MAP;removeRandom;50;78,052;0,471;277,28
PAGURO_TREE_MAP;removeRandom;100;95,914;0,454;339,6
PAGURO_TREE_MAP;removeRandom;1000;151,721;2,731;540,488
PAGURO_TREE_MAP;removeRandom;10000;208,628;4,371;748,427
PAGURO_TREE_MAP;removeRandom;100000;286,808;1,541;975,098
PAGURO_TREE_MAP;removeRandom;1000000;354,359;2,228;1181,245
persistentHashMap;getCollision;1;21,896;0,041;0
persistentHashMap;getCollision;4;82,86;1,433;48
persistentHashMap;getCollision;10;73,622;1,921;33,6
persistentHashMap;getCollision;15;76,938;1,931;41,6
persistentHashMap;getCollision;20;74,611;1,795;38,4
persistentHashMap;getCollision;25;75,425;1,406;40,32
persistentHashMap;getCollision;50;71,257;1,338;0
persistentHashMap;getCollision;100;66,425;0,138;0
persistentHashMap;getCollision;1000;101,438;1,696;0
persistentHashMap;getCollision;10000;154,804;0,616;0
persistentHashMap;getCollision;100000;227,554;10,97;0
persistentHashMap;getCollision;1000000;402,136;103,601;41,509
persistentHashMap;getDistinct;1;21,93;0,147;0
persistentHashMap;getDistinct;4;19,803;0,618;0
persistentHashMap;getDistinct;10;18,833;0,059;0
persistentHashMap;getDistinct;15;19,318;0,075;0
persistentHashMap;getDistinct;20;19,513;0,768;0
persistentHashMap;getDistinct;25;18,981;0,071;0
persistentHashMap;getDistinct;50;24,105;0,1;0
persistentHashMap;getDistinct;100;25,545;0,094;0
persistentHashMap;getDistinct;1000;25,039;0,053;0
persistentHashMap;getDistinct;10000;53,363;0,25;0
persistentHashMap;getDistinct;100000;107,436;9,602;0
persistentHashMap;getDistinct;1000000;96,067;0,912;0
persistentHashMap;getNonExisting;1;12,415;0,166;0
persistentHashMap;getNonExisting;4;9,183;0,045;0
persistentHashMap;getNonExisting;10;10,563;0,096;0
persistentHashMap;getNonExisting;15;13,608;0,092;0
persistentHashMap;getNonExisting;20;14,624;0,04;0
persistentHashMap;getNonExisting;25;13,879;0,126;0
persistentHashMap;getNonExisting;50;15,415;0,056;0
persistentHashMap;getNonExisting;100;16,983;0,031;0
persistentHashMap;getNonExisting;1000;24,188;0,169;0
persistentHashMap;getNonExisting;10000;40,465;0,205;0
persistentHashMap;getNonExisting;100000;74,74;1,696;0
persistentHashMap;getNonExisting;1000000;141,909;2,576;0
persistentHashMap;getRandom;1;21,949;0,115;0
persistentHashMap;getRandom;4;19,336;0,052;0
persistentHashMap;getRandom;10;20,29;0,072;0
persistentHashMap;getRandom;15;21,314;0,06;0
persistentHashMap;getRandom;20;23,443;0,044;0
persistentHashMap;getRandom;25;22,64;0,133;0
persistentHashMap;getRandom;50;24,816;0,037;0
persistentHashMap;getRandom;100;26,356;0,056;0
persistentHashMap;getRandom;1000;34,852;0,089;0
persistentHashMap;getRandom;10000;55,298;0,231;0
persistentHashMap;getRandom;100000;86,516;0,761;0,001
persistentHashMap;getRandom;1000000;182,3;3,886;0
persistentHashMap;putAndGetCollision;1;66,015;0,687;88
persistentHashMap;putAndGetCollision;4;158,219;0,795;294
persistentHashMap;putAndGetCollision;10;190,282;0,57;314,4
persistentHashMap;putAndGetCollision;15;187,002;1,043;315,2
persistentHashMap;putAndGetCollision;20;172,033;0,648;300,4
persistentHashMap;putAndGetCollision;25;182,68;0,566;322,24
persistentHashMap;putAndGetCollision;50;196,64;0,776;403,2
persistentHashMap;putAndGetCollision;100;208,403;1,127;392,64
persistentHashMap;putAndGetCollision;1000;296,616;2,14;515,16
persistentHashMap;putAndGetCollision;10000;385,777;1,311;576,687
persistentHashMap;putAndGetCollision;100000;574,745;21,072;690,258
persistentHashMap;putAndGetCollision;1000000;1068,507;27,198;769,756
persistentHashMap;putAndGetDistinct;1;59,201;0,192;72
persistentHashMap;putAndGetDistinct;4;65,889;0,166;100
persistentHashMap;putAndGetDistinct;10;66,644;0,281;124
persistentHashMap;putAndGetDistinct;15;67,492;0,218;144
persistentHashMap;putAndGetDistinct;20;68,476;0,227;164
persistentHashMap;putAndGetDistinct;25;69,44;0,281;184
persistentHashMap;putAndGetDistinct;50;89,851;1,909;263,84
persistentHashMap;putAndGetDistinct;100;95,769;0,642;271,04
persistentHashMap;putAndGetDistinct;1000;106,317;1,635;377,664
persistentHashMap;putAndGetDistinct;10000;139,884;0,534;461,248
persistentHashMap;putAndGetDistinct;100000;232,781;1,301;607,037
persistentHashMap;putAndGetDistinct;1000000;361,191;5,46;710,78
persistentHashMap;putAndGetRandom;1;64,468;0,224;88
persistentHashMap;putAndGetRandom;4;70,261;0,25;92
persistentHashMap;putAndGetRandom;10;67,93;0,245;124
persistentHashMap;putAndGetRandom;15;68,654;0,177;132,8
persistentHashMap;putAndGetRandom;20;85,472;4,586;152
persistentHashMap;putAndGetRandom;25;83,385;0,676;164,8
persistentHashMap;putAndGetRandom;50;89,042;0,448;214,24
persistentHashMap;putAndGetRandom;100;104,626;0,782;257,36
persistentHashMap;putAndGetRandom;1000;150,75;1,472;353,952
persistentHashMap;putAndGetRandom;10000;216,806;1,255;461,643
persistentHashMap;putAndGetRandom;100000;366,805;3,625;587,965
persistentHashMap;putAndGetRandom;1000000;661,185;16,048;689,102
persistentHashMap;putCollision;1;42,101;1,818;72
persistentHashMap;putCollision;4;107,571;0,613;280
persistentHashMap;putCollision;10;109,302;0,568;306,4
persistentHashMap;putCollision;15;121,513;0,911;329,067
persistentHashMap;putCollision;20;101,314;0,352;298,4
persistentHashMap;putCollision;25;125,193;0,896;332,16
persistentHashMap;putCollision;50;128,409;0,623;374,08
persistentHashMap;putCollision;100;124,046;0,613;403,76
persistentHashMap;putCollision;1000;171,872;0,875;489,392
persistentHashMap;putCollision;10000;224,144;1,137;577,774
persistentHashMap;putCollision;100000;325,073;7,05;689,771
persistentHashMap;putCollision;1000000;568,323;75,902;769,913
persistentHashMap;putDistinct;1;41,296;0,281;72
persistentHashMap;putDistinct;4;47,67;0,238;100
persistentHashMap;putDistinct;10;48,485;0,245;124
persistentHashMap;putDistinct;15;48,994;0,086;144
persistentHashMap;putDistinct;20;50,198;0,176;164
persistentHashMap;putDistinct;25;51,355;0,242;184
persistentHashMap;putDistinct;50;63,84;0,439;263,84
persistentHashMap;putDistinct;100;71,912;0,41;271,04
persistentHashMap;putDistinct;1000;80,444;0,323;377,664
persistentHashMap;putDistinct;10000;104,492;0,723;461,248
persistentHashMap;putDistinct;100000;158,374;0,812;607,036
persistentHashMap;putDistinct;1000000;289,469;1,527;710,78
persistentHashMap;putRandom;1;42,076;1,659;72
persistentHashMap;putRandom;4;49,248;0,113;100
persistentHashMap;putRandom;10;54,264;0,221;120
persistentHashMap;putRandom;15;54,558;0,128;140,8
persistentHashMap;putRandom;20;61,722;0,175;163,6
persistentHashMap;putRandom;25;60,539;0,308;174,08
persistentHashMap;putRandom;50;68,785;0,199;206,4
persistentHashMap;putRandom;100;78,416;0,279;264,4
persistentHashMap;putRandom;1000;112,661;1,525;356,216
persistentHashMap;putRandom;10000;160,69;0,723;462,042
persistentHashMap;putRandom;100000;229,919;3,974;587,858
persistentHashMap;putRandom;1000000;449,405;12,996;689,053
persistentHashMap;removeCollision;1;49,576;0,209;64
persistentHashMap;removeCollision;4;205,992;0,885;452
persistentHashMap;removeCollision;10;170,725;0,45;354,4
persistentHashMap;removeCollision;15;166,623;0,621;337,067
persistentHashMap;removeCollision;20;183,21;1,006;388,4
persistentHashMap;removeCollision;25;174,239;0,667;370,56
persistentHashMap;removeCollision;50;187,751;0,658;430,4
persistentHashMap;removeCollision;100;203,081;1,052;499,52
persistentHashMap;removeCollision;1000;244,259;0,704;537,36
persistentHashMap;removeCollision;10000;304,642;0,781;627,361
persistentHashMap;removeCollision;100000;520,049;15,462;733,973
persistentHashMap;removeCollision;1000000;751,806;45,093;789,903
persistentHashMap;removeDistinct;1;49,769;0,407;64
persistentHashMap;removeDistinct;4;48,064;0,481;76
persistentHashMap;removeDistinct;10;45,446;0,177;100
persistentHashMap;removeDistinct;15;45,872;0,124;120
persistentHashMap;removeDistinct;20;49,094;0,136;140
persistentHashMap;removeDistinct;25;47,021;0,198;160
persistentHashMap;removeDistinct;50;63,665;0,282;222,56
persistentHashMap;removeDistinct;100;69,603;0,46;240,64
persistentHashMap;removeDistinct;1000;77,192;0,36;353,024
persistentHashMap;removeDistinct;10000;107,512;0,631;435,136
persistentHashMap;removeDistinct;100000;167,741;3,523;576,272
persistentHashMap;removeDistinct;1000000;290,826;1,771;686,103
persistentHashMap;removeNonExisting;1;9,756;0,122;0
persistentHashMap;removeNonExisting;4;6,891;0,032;0
persistentHashMap;removeNonExisting;10;5,944;0,138;0
persistentHashMap;removeNonExisting;15;10,964;0,019;0
persistentHashMap;removeNonExisting;20;11,058;0,025;0
persistentHashMap;removeNonExisting;25;12,509;0,153;0
persistentHashMap;removeNonExisting;50;12,556;0,028;0
persistentHashMap;removeNonExisting;100;13,435;0,049;0
persistentHashMap;removeNonExisting;1000;19,233;0,069;0
persistentHashMap;removeNonExisting;10000;38,184;0,118;0
persistentHashMap;removeNonExisting;100000;68,395;2,316;0
persistentHashMap;removeNonExisting;1000000;140,725;7,229;0
persistentHashMap;removeRandom;1;50,602;0,269;64
persistentHashMap;removeRandom;4;48,673;0,16;76
persistentHashMap;removeRandom;10;45,592;0,105;100
persistentHashMap;removeRandom;15;53,582;0,217;118,933
persistentHashMap;removeRandom;20;54,977;0,114;139,2
persistentHashMap;removeRandom;25;60,615;0,335;168
persistentHashMap;removeRandom;50;66,147;0,173;216,64
persistentHashMap;removeRandom;100;70,683;0,428;245,52
persistentHashMap;removeRandom;1000;116,861;1,679;344,648
persistentHashMap;removeRandom;10000;151,953;0,269;448,027
persistentHashMap;removeRandom;100000;262,888;3,466;578,568
persistentHashMap;removeRandom;1000000;514,721;14,098;678,579